Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3152,86,11,351,59,2760,236,221,115,3576,Rawah,7746,1
2897,78,15,509,31,1745,238,212,102,2737,Commanche,7755,2
3324,142,15,570,196,1207,241,235,119,2400,Commanche,7756,2
3343,263,10,175,21,3822,196,245,188,1950,Commanche,8771,7
3182,163,9,390,7,3804,229,243,146,4352,Rawah,7745,1
2975,50,11,218,2,1549,225,215,123,1620,Rawah,7745,2
3193,84,6,268,14,5102,229,229,133,2219,Rawah,7201,1
3098,84,9,1315,196,3062,233,225,125,1328,Commanche,7756,2
3103,72,5,30,-5,3643,225,231,141,4042,Rawah,7745,1
3200,28,14,612,274,1842,214,209,128,2758,Commanche,7757,1
3183,307,5,30,3,446,206,237,170,1110,Neota,7202,1
2876,27,4,300,54,2442,218,230,149,2151,Rawah,4744,2
3223,11,25,283,51,1897,184,180,124,1766,Commanche,8772,1
3068,27,15,277,37,4615,212,206,127,785,Rawah,7745,2
3246,30,21,228,18,1691,208,190,110,552,Commanche,8772,7
2617,31,15,134,5,1969,215,207,125,2161,Commanche,4703,6
3037,287,13,514,-83,1852,182,239,197,1854,Commanche,7756,2
3256,24,9,42,4,5750,215,220,141,698,Rawah,7201,1
3095,337,20,361,-12,2413,171,208,173,2253,Commanche,7756,2
2661,56,9,636,-5,750,226,221,129,1595,Rawah,7745,2
3139,26,24,607,114,1978,200,179,105,1950,Commanche,7757,1
2758,14,18,201,91,2974,201,201,134,6370,Rawah,7745,1
2942,304,5,350,29,5229,205,237,171,2151,Rawah,7745,2
2781,175,6,90,15,2483,223,243,154,1786,Rawah,4744,2
3112,331,19,330,71,2071,173,214,178,1857,Commanche,7757,2
3116,29,17,931,247,2713,211,200,120,2192,Commanche,7700,2
3162,217,7,270,30,6407,212,247,171,1982,Rawah,7745,2
2718,353,4,90,7,1739,213,233,158,4241,Rawah,4744,2
2752,70,21,379,78,402,238,194,78,2372,Rawah,7745,5
3075,238,12,228,52,720,198,250,189,1064,Commanche,7756,2
2977,282,15,443,180,2236,179,240,201,1245,Commanche,7757,1
3398,302,20,124,13,1438,160,226,205,1742,Neota,8772,7
3285,333,7,741,10,2192,205,232,166,785,Commanche,7201,1
3245,309,7,335,34,1036,202,236,173,2402,Commanche,7756,2
2945,95,12,120,16,4957,239,222,112,6242,Rawah,4744,2
2673,40,18,0,0,1471,218,197,107,1795,Commanche,4704,2
2875,342,20,424,-23,785,175,206,167,228,Commanche,7757,1
2273,11,29,95,3,607,175,167,116,633,Cache,4703,6
3277,104,8,553,232,3822,234,230,129,2185,Commanche,7756,1
3233,41,21,420,237,630,217,188,97,2053,Rawah,7746,7
2922,67,7,295,62,3553,228,226,132,5210,Rawah,7745,2
2922,45,24,85,9,4449,218,181,85,1243,Rawah,7745,2
2808,98,17,361,59,3109,246,213,90,2548,Rawah,4744,2
3200,60,5,497,-20,5440,224,229,140,2054,Rawah,7201,1
2941,43,19,228,24,570,220,195,103,170,Commanche,7757,2
2932,346,8,150,19,3663,205,228,161,4351,Rawah,4744,2
3050,75,7,0,0,4705,228,228,133,1060,Rawah,7202,2
2758,4,7,85,-2,2475,211,226,153,1680,Rawah,4744,2
2813,103,8,0,0,1032,234,230,127,1897,Commanche,7757,2
2519,64,14,170,13,212,232,211,108,1290,Rawah,7102,2
3083,195,8,108,10,5975,219,247,163,2532,Rawah,7745,1
3209,68,11,446,66,342,232,218,117,942,Commanche,7755,1
2556,134,28,108,43,1199,250,214,71,488,Commanche,2705,3
2983,39,19,630,214,1797,217,196,107,2133,Commanche,7757,1
3036,115,10,85,13,2081,237,231,123,1674,Commanche,7756,2
3205,58,29,446,51,4884,226,168,56,3259,Rawah,7746,1
2933,86,20,218,58,335,245,202,78,1452,Rawah,7745,1
3351,106,9,240,25,1170,235,229,125,1433,Commanche,8772,7
2796,210,33,301,-13,2343,176,249,188,1719,Commanche,4758,2
3078,335,13,295,84,421,189,221,171,1809,Commanche,7201,1
3355,12,11,488,134,1917,209,217,145,2272,Neota,7757,2
2987,309,13,85,16,750,184,231,187,2687,Rawah,7745,2
3419,50,4,216,62,1015,221,231,146,1006,Neota,8776,7
2656,122,11,484,37,480,238,232,123,1897,Rawah,7745,2
2584,55,21,162,39,2673,228,191,87,735,Commanche,4704,2
3317,105,22,190,66,1871,250,207,74,2936,Rawah,8772,1
2689,20,10,228,11,1931,213,218,141,1558,Commanche,4703,2
2880,118,17,400,69,1560,247,223,98,2861,Commanche,7755,2
3150,34,16,127,18,499,216,203,118,5414,Neota,7201,1
2466,275,26,60,14,899,142,235,228,579,Cache,4703,2
3278,63,20,306,63,1921,233,196,86,2316,Rawah,8772,1
2750,74,4,85,1,1022,225,231,142,2295,Commanche,4704,2
3240,356,13,450,180,1731,198,216,155,2098,Commanche,7756,2
2675,164,10,120,36,1999,230,243,145,1585,Rawah,7746,2
3022,160,5,351,70,3996,225,241,150,2509,Rawah,7745,2
3040,6,11,513,0,3347,206,218,149,812,Commanche,7756,2
3347,179,30,306,124,3962,217,242,136,2951,Commanche,7757,1
3350,355,18,108,27,4469,187,205,153,4082,Rawah,8772,7
3349,338,14,454,128,1921,190,220,169,2230,Neota,7757,2
3205,135,9,212,23,3918,235,236,132,1922,Commanche,7101,2
3106,53,30,134,25,3940,220,161,54,787,Rawah,7746,1
3188,53,5,192,10,5428,223,229,142,2850,Rawah,7202,2
2826,53,9,437,50,2324,226,220,128,2291,Rawah,7745,2
2418,12,19,488,230,997,197,197,132,1082,Cache,2717,3
2991,70,11,60,2,4428,232,218,117,1024,Rawah,7202,2
2409,332,9,30,1,960,199,229,169,1134,Cache,4703,3
2507,37,7,42,2,582,220,224,139,5655,Rawah,6731,2
2710,29,17,95,34,1237,211,200,120,1914,Rawah,7745,2
3070,129,10,484,-45,6121,237,234,127,2843,Rawah,7745,2
2944,8,2,134,22,3989,217,235,155,4883,Rawah,7745,2
2267,116,20,127,16,192,250,217,85,875,Cache,2704,3
3198,245,4,350,48,5901,212,243,169,2385,Rawah,7201,1
3236,280,13,641,101,663,184,241,196,2628,Commanche,7756,2
3031,106,9,30,4,6451,235,229,125,3102,Rawah,7745,2
2942,126,4,361,104,2207,227,237,145,1276,Commanche,7790,2
3050,83,11,0,0,3613,235,221,116,5259,Rawah,7746,1
3250,51,9,30,7,2308,225,221,129,2783,Rawah,8771,7
3004,29,16,295,46,4863,212,202,122,3843,Rawah,7745,1
2890,0,3,42,2,1338,215,233,156,1595,Rawah,7745,1
3279,274,11,598,144,564,190,243,192,2368,Commanche,7756,2
2812,135,7,108,10,2222,231,237,139,2322,Rawah,4744,2
3281,143,11,85,15,1366,236,238,130,3270,Neota,7202,2
2735,84,11,300,104,875,236,221,115,1019,Commanche,7757,2
2774,86,16,0,0,830,241,212,97,2081,Rawah,7745,1
2718,45,5,283,2,1201,222,228,142,1838,Rawah,4744,2
2592,11,11,0,0,1423,208,217,145,5059,Rawah,6101,2
2890,101,11,631,58,420,239,225,115,1195,Commanche,4704,2
3421,135,10,170,2,3042,236,236,131,942,Commanche,8703,7
2794,51,15,182,13,2649,226,207,111,4335,Rawah,4744,2
2988,24,13,212,-18,2096,213,211,133,1150,Rawah,7745,1
2984,30,5,484,8,5353,218,228,146,1527,Rawah,7202,2
2925,41,10,162,30,646,221,218,131,1645,Commanche,7756,2
2861,58,27,120,51,1473,227,172,61,1047,Commanche,7757,2
3287,151,17,664,130,1055,239,237,122,1302,Commanche,8776,2
3254,304,14,42,2,4512,180,232,192,711,Commanche,7756,1
3188,72,19,95,13,3322,238,200,85,4793,Rawah,7745,1
3224,155,20,424,133,3865,239,237,119,726,Commanche,7790,2
3347,168,14,361,55,3095,231,245,142,1159,Commanche,7756,2
3014,300,9,659,21,3996,195,237,182,4518,Rawah,7745,2
3114,212,17,67,2,1848,203,254,182,573,Commanche,7755,1
3188,136,14,516,39,5891,241,234,119,1266,Rawah,7745,2
2768,167,24,361,149,1741,231,240,126,1448,Commanche,2705,2
3301,301,13,433,55,830,184,234,190,1411,Neota,7202,1
2888,54,18,618,109,1172,227,200,100,2585,Commanche,4704,2
3033,40,7,644,53,1396,221,224,138,2531,Rawah,7745,2
2830,55,16,180,20,1206,229,203,103,693,Commanche,7757,2
2683,334,7,30,1,1599,204,231,166,2297,Commanche,6102,2
3292,210,8,418,65,3966,214,248,169,2323,Rawah,7202,1
2940,5,3,30,0,1865,216,234,155,382,Commanche,7101,2
3333,157,19,124,32,2391,237,239,124,319,Commanche,8772,7
3270,205,22,900,0,3924,202,254,178,930,Commanche,7790,2
2794,96,6,60,6,1978,231,231,133,1914,Commanche,7202,5
2968,255,7,421,82,5709,203,245,180,4455,Rawah,7745,2
3197,124,19,300,-124,404,248,222,94,3755,Neota,7201,2
3067,319,9,488,96,582,197,232,175,618,Neota,7202,2
3083,30,4,390,49,1092,218,231,149,1248,Neota,7202,2
2934,195,14,120,55,1797,216,251,166,1154,Commanche,7757,2
2997,337,8,600,263,3481,203,229,165,1209,Rawah,4744,2
3190,81,24,182,27,4910,244,191,64,1434,Rawah,7746,1
2774,172,13,120,21,3089,228,246,148,2864,Rawah,7746,2
3277,67,18,192,4,1931,235,201,91,2162,Commanche,8772,1
2514,83,6,342,-21,514,229,230,135,631,Rawah,7745,2
2993,345,11,537,98,1064,198,222,163,1773,Commanche,7757,2
3395,291,10,90,22,2403,192,239,186,2544,Commanche,8771,7
3035,280,17,134,18,297,172,240,207,1682,Commanche,7756,2
2846,253,18,457,14,914,177,249,208,1781,Commanche,2705,5
3054,266,11,361,-15,2535,192,245,192,2190,Commanche,7756,1
2858,307,9,60,7,661,195,235,180,511,Commanche,4758,1
2947,202,20,150,61,1725,207,253,174,1106,Commanche,7757,2
2794,228,22,212,103,1060,182,254,202,1826,Commanche,2705,5
3344,115,13,306,62,2026,242,227,113,2496,Rawah,8772,1
2003,51,29,30,20,218,220,166,62,660,Cache,2702,3
2846,50,8,134,6,3196,224,223,133,4753,Rawah,4744,2
3259,79,18,150,-19,1557,240,205,89,1718,Rawah,8771,1
3169,34,18,540,109,1484,215,199,114,2312,Commanche,7756,1
2840,345,9,319,69,997,202,225,162,324,Commanche,7756,2
2939,86,10,108,17,5093,235,223,119,3059,Rawah,6101,1
2767,352,16,67,8,900,189,210,157,2067,Commanche,4703,1
2998,0,9,247,20,3114,206,222,154,6099,Rawah,7745,1
2628,147,13,390,68,420,237,238,130,1282,Rawah,4744,2
2907,122,16,212,69,938,245,226,105,2089,Commanche,7757,2
2602,209,15,150,22,2873,207,253,177,2106,Commanche,2703,2
2811,127,5,30,-2,2313,228,237,143,2547,Rawah,7202,2
2764,130,7,124,21,2781,232,236,136,5731,Rawah,4744,2
2183,307,26,362,130,450,140,214,210,424,Cache,4703,3
3147,117,1,30,0,2317,220,237,153,661,Commanche,7202,1
2086,25,37,170,133,242,175,136,72,366,Cache,4703,3
3199,256,6,459,59,6012,206,244,176,2654,Rawah,7201,2
3108,44,19,42,10,3839,221,195,102,990,Rawah,7746,1
2925,25,13,480,56,2206,213,210,132,1830,Commanche,7755,2
2362,327,16,242,79,1231,181,221,179,1034,Cache,4703,6
2184,322,26,437,182,541,143,203,194,218,Cache,2706,3
3146,113,21,484,210,1722,251,213,79,2846,Commanche,7757,1
3102,243,12,150,11,2365,196,250,190,365,Commanche,7755,2
2978,72,10,659,83,1168,231,221,122,1736,Commanche,7756,2
3280,345,11,351,45,842,199,223,163,1530,Neota,7202,1
3420,306,8,1003,170,1235,198,236,178,1879,Commanche,8771,1
3307,9,12,484,102,2800,206,215,146,2268,Commanche,8771,7
2714,356,4,513,83,1332,214,233,157,1648,Rawah,4744,2
2845,188,14,108,13,1816,221,250,159,2438,Rawah,7745,2
3067,74,15,484,200,6303,237,209,99,3852,Rawah,7745,2
3161,299,18,741,343,1415,167,230,202,938,Commanche,7700,1
3158,148,22,150,8,2325,243,232,106,1511,Commanche,7709,1
3149,97,4,124,-2,4810,226,234,143,2096,Rawah,7101,1
3052,32,12,571,64,2387,217,213,129,2418,Commanche,7202,1
2921,292,18,301,56,2089,165,233,207,1374,Commanche,7755,2
3150,12,28,90,24,2936,179,170,116,3966,Rawah,7201,1
2826,34,9,216,7,2831,219,221,138,4283,Rawah,7745,2
3262,101,15,361,66,180,243,219,101,518,Neota,7756,2
2812,47,8,395,2,2100,223,222,133,2118,Rawah,4744,2
3374,40,8,30,1,4450,221,223,137,4213,Rawah,8776,7
3082,12,13,607,223,1627,206,212,142,3362,Commanche,7755,1
3219,358,6,342,38,5775,210,228,156,2195,Rawah,7745,1
3018,165,11,319,53,5688,230,244,144,2097,Rawah,7745,1
2570,18,13,331,49,120,209,211,137,721,Cache,2717,2
3348,8,8,516,19,750,211,223,150,2192,Commanche,7755,7
3241,49,14,85,19,2642,225,210,116,2669,Rawah,7745,1
2765,92,9,339,0,955,234,227,124,2553,Rawah,7745,1
3151,351,6,376,40,1536,209,229,159,1006,Neota,7700,2
3031,101,19,67,18,4716,247,212,86,391,Rawah,7746,2
3213,17,13,180,48,3361,209,213,139,2268,Commanche,7755,1
2710,322,6,127,35,2074,205,234,168,4502,Rawah,4744,2
2476,317,17,430,120,834,174,223,188,1426,Cache,2717,6
3154,108,18,655,100,2753,247,217,92,2932,Commanche,7756,2
2835,324,6,30,-5,5169,204,233,168,402,Rawah,7202,1
2521,59,19,162,52,1006,231,197,91,794,Cache,4703,3
3253,333,8,240,23,4191,201,229,168,1112,Rawah,8772,1
2836,270,6,42,8,693,205,242,176,510,Commanche,7202,1
3360,99,6,376,78,2148,230,232,136,2419,Rawah,8772,1
2931,33,8,268,50,3076,219,222,139,2054,Rawah,7745,2
2929,190,18,192,54,3632,217,251,161,5179,Rawah,7745,2
3115,342,6,524,-62,767,208,231,162,1022,Neota,7201,2
3143,338,8,390,-42,1412,204,229,165,1022,Neota,7700,2
3060,90,11,446,92,2907,237,222,114,6321,Rawah,7745,1
3229,132,14,573,81,5925,242,232,117,1634,Rawah,7745,1
2965,339,11,42,6,2254,196,224,167,624,Rawah,7745,1
3057,28,10,570,69,2358,216,218,137,2436,Commanche,7202,1
3269,83,20,537,45,1006,243,201,78,2071,Rawah,8772,1
2739,346,19,42,5,1592,181,207,163,1651,Commanche,4758,6
3251,115,17,755,135,2400,247,221,95,2489,Commanche,7757,1
3060,85,9,162,16,3425,233,225,124,2859,Rawah,7746,1
2823,129,15,85,-2,1140,243,230,111,1741,Commanche,4703,2
2888,46,15,192,39,713,224,207,114,481,Commanche,7755,2
3000,277,15,458,80,4813,178,242,203,1749,Rawah,7745,2
2998,38,16,824,103,1342,218,203,115,1900,Commanche,7757,2
3034,96,9,768,-58,5894,234,228,125,3164,Rawah,7745,2
2952,323,2,0,0,4630,213,236,161,5509,Rawah,7102,1
1962,83,40,67,43,90,240,142,0,395,Cache,2702,3
2416,310,30,212,124,408,127,205,211,691,Cache,4703,3
2927,358,14,67,8,3517,198,214,153,1724,Rawah,7745,2
2805,83,13,0,0,2072,238,216,106,1425,Commanche,7757,2
3011,293,2,67,0,5086,214,238,162,2635,Rawah,7202,1
2732,54,8,228,6,1092,225,223,131,1991,Commanche,4704,2
3181,67,13,467,110,531,233,213,110,752,Commanche,7755,1
3069,11,5,124,3,3556,215,230,152,1552,Rawah,7202,2
2907,43,18,395,113,1253,221,199,107,2791,Commanche,7757,2
2919,83,6,0,0,1410,228,230,137,2502,Commanche,7102,1
2983,344,19,201,16,2771,179,207,165,607,Commanche,7757,1
2931,275,10,90,19,3795,192,243,190,4838,Rawah,7745,2
2634,258,32,120,89,1189,128,238,237,1201,Commanche,7710,2
3149,214,12,480,17,6262,208,251,177,1856,Rawah,7745,2
2893,262,32,390,259,1640,126,236,238,1489,Commanche,4758,2
3262,65,4,30,2,6277,223,231,143,124,Rawah,7201,1
2338,328,29,67,32,192,138,193,187,120,Cache,4703,3
2560,88,28,301,67,977,248,183,46,800,Commanche,2705,3
2706,90,3,552,75,1177,224,234,146,1504,Rawah,4744,2
3333,261,20,1082,214,3734,169,246,214,2442,Commanche,7709,2
2890,29,8,30,4,4814,217,222,140,1449,Rawah,7101,2
2860,147,10,201,65,4200,233,239,137,5100,Rawah,7746,2
3091,293,12,247,60,3406,185,237,192,564,Rawah,7745,1
3184,61,20,306,93,5284,232,195,87,1341,Rawah,7745,1
3020,9,12,242,48,2314,206,216,146,2069,Commanche,7756,2
3184,357,16,323,49,558,193,210,153,2595,Neota,7202,2
2423,270,18,255,2,1054,172,243,210,67,Cache,4703,6
3210,346,8,127,12,693,205,228,161,1172,Neota,7700,2
2731,45,5,277,46,2186,222,228,142,5537,Rawah,4744,2
3015,51,6,42,0,3510,223,227,139,1950,Rawah,7745,2
2996,288,25,210,65,5829,142,228,222,1671,Rawah,7745,1
2686,237,27,218,94,3055,161,251,217,1477,Commanche,2705,3
2708,319,22,30,10,1380,156,213,194,1426,Commanche,7700,1
3270,175,22,649,0,3925,226,245,140,1405,Commanche,7757,2
2750,72,4,0,0,2374,224,232,144,3944,Rawah,7202,2
3313,102,21,481,28,1530,249,208,78,2131,Rawah,8771,1
3017,141,10,124,23,2678,235,237,132,534,Rawah,7745,1
2867,14,26,190,60,2580,187,178,118,937,Commanche,7755,2
3231,252,3,124,33,816,213,241,166,1233,Neota,7700,2
2858,17,9,60,5,2844,213,221,145,2741,Rawah,4744,2
3102,210,20,95,37,2431,201,254,182,907,Commanche,4758,2
2973,63,13,42,3,1149,231,213,112,2173,Commanche,7756,1
2112,164,26,67,9,600,233,237,117,636,Cache,2717,3
2396,326,22,443,209,1358,160,209,186,450,Cache,4703,3
3198,60,4,162,-17,2898,223,231,144,1806,Rawah,7202,1
2879,360,26,256,108,2250,172,182,140,1248,Commanche,4758,2
3266,146,11,300,44,2803,235,239,134,2499,Rawah,7745,7
2799,98,14,300,48,1782,242,220,105,644,Commanche,7755,5
2857,72,2,443,85,3530,222,234,149,6067,Rawah,4744,1
2739,37,20,162,66,175,215,191,104,2724,Rawah,7745,2
2461,239,21,90,40,1048,178,252,207,1269,Commanche,2704,3
3278,80,13,150,-6,1536,237,217,109,1919,Rawah,8771,1
2902,74,31,150,2,390,238,165,34,2233,Rawah,7746,5
3318,345,19,631,83,3195,180,207,164,3514,Commanche,8776,2
3204,335,17,402,81,3371,178,214,174,2624,Commanche,7755,1
3216,23,18,540,29,1935,206,199,124,1905,Commanche,7757,1
3097,218,13,234,52,1758,206,252,180,212,Commanche,7756,2
2359,82,19,30,14,108,242,204,84,841,Cache,2705,3
2604,337,17,108,14,2168,180,213,172,1595,Commanche,4703,2
3222,138,11,255,53,3719,237,236,128,1740,Commanche,7756,2
2337,232,39,124,71,1448,132,241,222,708,Cache,2702,6
2939,333,7,525,66,4082,205,232,166,5571,Rawah,7102,2
3031,45,17,108,-9,4338,222,201,107,2565,Rawah,7745,2
2675,52,11,30,3,1965,226,215,122,6845,Rawah,4744,2
2751,234,17,134,25,1891,189,253,198,890,Commanche,7755,5
2601,90,14,0,0,124,241,216,101,1471,Rawah,7745,2
3397,197,10,979,217,1123,218,249,165,646,Neota,7755,1
3171,331,2,162,11,4948,213,236,160,2605,Rawah,7202,2
2815,54,11,42,9,2313,226,217,123,2866,Rawah,7745,2
3216,280,29,408,73,1919,128,228,233,3330,Rawah,7745,1
3243,301,11,443,17,5400,190,236,186,1754,Rawah,7201,1
3317,225,9,270,22,1134,208,249,177,1441,Commanche,7756,1
2357,28,20,234,94,1182,208,192,113,713,Cache,2717,6
3267,130,7,175,-29,2868,233,236,136,313,Commanche,7201,1
3220,331,19,531,80,3864,172,213,179,1694,Commanche,8772,1
2995,13,17,42,7,4271,201,202,135,3771,Rawah,7102,1
3225,153,18,553,93,488,239,238,121,4710,Neota,7201,2
2970,146,30,150,0,484,245,219,80,1667,Rawah,7746,2
3211,297,14,543,7,3684,181,235,194,1357,Commanche,7201,1
2758,20,23,283,62,1379,197,184,116,2022,Commanche,7757,2
2271,252,33,417,133,541,129,240,236,1690,Cache,4703,3
2752,36,4,60,-2,2008,219,230,148,977,Rawah,4744,2
2810,139,21,60,15,1888,246,229,101,1293,Commanche,4758,2
2791,291,21,30,1,2412,158,232,212,792,Commanche,4758,2
2501,57,34,192,78,742,220,148,33,779,Commanche,4703,2
3059,266,6,342,66,2628,204,243,177,1959,Commanche,7756,2
3281,34,10,127,0,3338,219,218,134,2672,Commanche,8772,7
3172,63,12,190,3,1445,230,216,117,400,Commanche,7700,1
3278,54,7,888,202,902,224,225,136,2285,Commanche,7202,2
3182,319,36,319,151,2912,108,183,202,2831,Commanche,7757,1
2953,50,4,216,7,1465,221,231,146,242,Commanche,7756,2
2773,64,7,228,15,2700,227,226,133,5997,Rawah,4744,2
2665,134,19,150,36,3180,246,228,103,1932,Commanche,2703,2
3091,249,7,150,17,2296,204,246,179,2160,Commanche,7756,1
2726,52,5,134,22,2278,223,228,141,5409,Rawah,7745,2
3227,198,14,201,16,3158,215,251,167,1124,Commanche,7202,2
3239,276,10,175,54,2761,194,242,187,1176,Commanche,7756,1
3037,203,4,30,3,3854,218,243,161,2644,Rawah,7745,1
3176,180,6,42,0,3912,222,244,156,1954,Commanche,7101,2
2894,119,14,108,22,1518,243,227,109,2701,Commanche,7757,2
2837,358,13,180,29,3483,199,215,153,5900,Rawah,7745,2
2308,255,31,470,170,547,135,242,234,1684,Cache,4703,3
2315,344,26,190,79,1321,157,189,163,1048,Cache,4703,3
3255,35,8,541,179,808,219,224,140,955,Rawah,7201,1
3096,189,17,60,3,3629,219,250,159,5092,Rawah,7746,1
2759,2,16,67,16,1338,195,207,147,1041,Commanche,7757,1
3214,90,8,875,30,1243,232,228,129,2280,Commanche,7756,1
2812,135,10,90,12,2074,236,236,131,2274,Commanche,7702,5
2732,51,10,134,15,1288,225,219,127,2395,Rawah,7745,2
2968,55,16,319,9,4496,229,203,103,3424,Rawah,7745,1
2840,339,18,201,13,722,180,212,170,1167,Commanche,7757,2
3374,330,7,895,194,1084,204,232,167,703,Neota,7102,1
2786,12,10,42,2,3195,210,220,146,2524,Rawah,7102,2
3127,212,3,30,-1,510,217,242,162,2582,Neota,7101,1
2571,196,27,120,43,1077,202,250,167,1358,Commanche,2705,3
2617,61,12,201,38,1015,230,215,116,1448,Commanche,4704,2
3131,0,3,192,5,518,215,233,156,2512,Neota,6731,1
3202,222,7,67,7,5984,211,247,173,1489,Rawah,7202,2
3108,322,11,210,55,3565,193,229,176,735,Rawah,7745,2
2909,127,19,297,103,319,248,224,95,1205,Rawah,7745,1
2796,330,21,150,43,1670,165,209,181,1207,Commanche,7757,1
2675,49,16,42,0,541,225,204,109,1308,Rawah,7202,2
2584,132,6,30,-5,1167,229,237,141,5212,Rawah,6731,2
3001,131,10,607,50,2831,237,235,127,2456,Commanche,7702,2
3157,31,4,228,18,674,219,230,148,2605,Neota,7202,2
2897,12,22,108,13,1744,192,191,129,1104,Rawah,7745,1
2945,90,11,295,105,5731,237,223,116,4308,Rawah,7745,2
3300,18,3,361,35,5764,217,233,153,579,Rawah,7201,1
3171,351,6,313,47,4603,209,229,159,2419,Rawah,7745,2
2893,54,8,127,38,3466,225,222,130,1800,Rawah,7745,2
2986,119,2,0,0,2089,223,237,149,4025,Rawah,7202,1
2975,55,13,671,129,1616,228,211,114,2858,Commanche,7757,2
2436,69,20,67,18,934,237,198,84,979,Commanche,2703,6
3081,348,18,182,35,4809,185,209,161,644,Rawah,7745,2
3030,315,13,510,-90,1789,184,229,184,1950,Commanche,7756,2
3184,34,16,85,22,793,216,204,119,2022,Neota,7202,1
2777,135,9,124,15,661,234,237,134,2656,Commanche,4704,2
3271,155,18,60,11,4440,238,238,122,2250,Rawah,8771,1
3289,92,20,450,108,4020,246,205,79,1034,Commanche,7757,1
3160,131,15,247,50,1320,243,231,113,1768,Commanche,4758,2
2617,188,19,350,76,674,218,250,158,2455,Rawah,7746,2
2742,189,25,313,134,1785,212,249,156,1486,Commanche,2705,2
2681,112,12,430,18,743,240,227,115,402,Commanche,2703,3
2637,60,5,30,1,67,224,229,140,648,Commanche,6102,2
3191,352,12,153,15,2131,199,220,158,3013,Rawah,7745,1
2932,242,11,450,29,5568,198,249,189,3842,Rawah,7745,2
3224,310,16,240,40,120,173,227,193,1758,Neota,7202,1
3279,80,18,270,45,3540,241,205,88,1768,Rawah,7745,1
3152,336,11,60,10,1939,194,225,169,1945,Rawah,7745,1
3063,358,8,228,29,1170,208,226,155,1390,Neota,7202,2
2868,148,9,234,32,2567,232,240,139,2557,Rawah,7202,2
3201,0,15,175,20,1771,197,211,150,1871,Neota,7202,2
2886,207,16,518,105,1470,208,253,176,1543,Commanche,2705,2
2980,314,13,120,42,2340,184,229,185,2295,Commanche,7757,2
3219,174,11,216,26,4126,227,246,150,2114,Commanche,7757,1
3064,21,4,488,73,5712,217,231,151,5112,Rawah,4744,1
2737,93,10,255,91,2658,237,224,118,1110,Commanche,2703,3
2534,92,7,577,-2,914,232,229,129,3866,Rawah,6731,2
3238,342,1,190,4,120,217,237,157,1201,Commanche,7756,1
2413,87,9,330,23,966,234,225,123,977,Cache,2703,3
3077,55,10,242,37,2984,226,219,126,5679,Rawah,7745,1
3345,305,43,85,27,2984,72,177,224,2295,Rawah,8772,1
3378,144,9,351,15,551,233,239,137,824,Neota,8776,1
3223,201,3,446,39,577,218,242,161,1624,Commanche,7756,2
2949,37,2,384,47,3472,219,234,151,1711,Rawah,7202,2
3545,55,19,837,133,2628,228,195,92,1611,Rawah,8776,1
2700,181,23,240,-55,2856,221,247,146,1768,Commanche,4758,2
3132,23,14,256,32,3453,211,209,132,2867,Rawah,7745,1
2546,108,8,182,25,0,233,232,130,648,Cache,2717,2
3294,49,26,218,94,2539,221,175,0,446,Commanche,8772,7
2791,72,30,216,142,234,238,167,38,2010,Rawah,7746,5
3285,336,9,150,27,2093,199,227,167,2635,Rawah,7745,1
2699,17,21,30,4,1182,197,190,123,759,Commanche,7757,1
3069,13,27,361,86,2616,183,174,118,2596,Commanche,7755,2
3159,51,21,124,64,4770,225,190,89,1783,Rawah,7745,1
3299,17,10,175,14,1974,212,219,144,1452,Commanche,7755,1
3101,241,11,108,10,1383,199,249,187,2473,Commanche,7757,1
3166,223,11,67,-4,2954,205,251,181,1006,Commanche,7202,2
3440,341,11,765,71,2490,196,223,166,1406,Commanche,7756,1
3282,0,6,162,20,4722,212,229,155,902,Commanche,7756,1
3274,355,8,283,52,5520,207,226,157,577,Rawah,7201,1
2916,85,15,190,29,2105,240,214,100,2916,Commanche,7757,2
2952,27,7,424,144,4716,217,224,143,5086,Rawah,4744,2
2941,344,6,95,13,1908,208,230,161,757,Commanche,7202,2
2127,348,24,42,14,1048,167,192,158,1451,Cache,4703,3
3183,233,5,390,51,1124,212,244,169,1926,Commanche,7756,2
2827,67,9,162,31,2389,229,222,125,3187,Rawah,7745,2
2401,86,23,42,13,655,246,195,66,1110,Commanche,2705,3
2879,133,17,127,25,3429,245,229,107,2765,Rawah,7745,2
2885,18,18,268,72,2730,202,198,128,1839,Rawah,7745,2
2894,152,5,90,3,1744,226,240,149,1482,Commanche,7756,5
3084,33,8,210,11,1530,219,222,139,1890,Commanche,7756,1
2912,356,17,335,15,2324,192,208,153,2529,Rawah,7745,2
3300,260,20,365,71,3288,167,246,215,1298,Commanche,7756,2
3125,118,9,247,9,2090,237,232,126,2568,Commanche,7756,2
2701,171,11,30,-5,1620,228,245,147,1266,Commanche,2705,2
3108,52,13,30,4,2856,227,212,117,1298,Commanche,7202,1
2886,15,3,424,49,2512,217,233,154,2519,Rawah,7202,2
3378,158,12,702,172,1376,233,242,138,1861,Commanche,7756,1
